label,total_goals,home_goals,away_goals,goal_diff,fixture_id,league_id,home_team_id,away_team_id,home_position,away_position,home_points,away_points,position_diff,points_diff,home_strength,away_strength,strength_diff,home_goals_avg,home_goals_against_avg,away_goals_avg,away_goals_against_avg,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_total,h2h_home_win_pct,h2h_draw_pct,odds_home,odds_draw,odds_away,market_home_prob,market_draw_prob,market_away_prob
0,3,2,1,1,1213909,61,95,79,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,3,3,0,3,1224144,78,163,176,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,5,3,2,1,1213911,61,91,94,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,4,2,2,0,1224137,78,173,168,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,4,2,2,0,1224138,78,165,162,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,3,2,1,1,1224141,78,170,180,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,2,2,0,2,1224143,78,164,172,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,3,1,2,-1,1224140,78,160,157,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,2,1,1,0,1213914,61,108,1063,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,4,2,2,0,1224142,78,161,191,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,4,4,0,4,1208670,140,533,798,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,1,1,0,1,1208671,140,532,548,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,2,1,1,0,1213900,61,81,95,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,2,1,1,0,1208666,140,727,728,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,2,0,2,-2,1224133,78,162,170,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,2,2,0,2,1213907,61,77,108,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,2,1,1,0,1213906,61,93,111,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,5,4,1,3,1208672,140,541,534,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,3,2,1,1,1224134,78,182,164,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,2,1,1,0,1213904,61,1063,83,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,3,1,2,-1,1208667,140,538,531,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,0,0,0,0,1213903,61,80,96,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,2,1,1,0,1208669,140,546,529,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,3,1,2,-1,1213908,61,94,106,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,4,1,3,-2,1208673,140,543,542,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,4,3,1,2,1224128,78,168,163,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,3,1,2,-1,1213901,61,116,85,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,1,1,0,1,1208668,140,537,530,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,2,0,2,-2,1224132,78,180,186,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
2,4,1,3,-2,1224136,78,191,167,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
1,6,3,3,0,1224135,78,176,173,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,5,3,2,1,1224130,78,157,161,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,4,4,0,4,1224129,78,172,160,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
0,4,3,1,2,1223796,135,500,1579,10,10,30,30,0,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0,0,0,0,0.33,0.33,2.5,3.0,2.5,0.33,0.33,0.33
